DL12,384696.501,253302.198,14.252
DL11,384704.354,253304.963,14.469
DL10,384707.764,253305.855,14.425
DL09,384711.042,253304.290,14.458
DL08,384718.371,253300.284,14.224
DL07,384716.150,253295.564,14.274
DL06,384712.891,253302.774,14.267
DL05,384702.325,253303.769,14.253
DL04,384697.582,253295.962,14.874
DL03,384697.524,253295.748,14.226
DL02,384695.241,253294.792,14.258
DL01,384693.574,253295.856,14.281
RTCM-Ref 0179,386583.825,261532.276,37.472
